sv,times,x,y,z,vx,vy,vz
G21,474949.058567,25189993.793365233,4893265.9664199725,8397257.23174221,-978.4705966037568,338.54030400497186,2829.1654826613008
G23,474949.058567,-4391437.536610091,-18883186.693246104,18011945.700569868,1205.0324283473396,-1961.951917769302,-1800.718505022846
G25,474949.058567,17778397.213559933,18830868.16439564,5930555.432340521,213.6514361792731,768.6755268109407,-3064.3576380414297
G29,474949.058567,10909369.818299644,11272275.749139506,21502658.3555367,-1347.4838258696523,2356.4612851946754,-549.2517181457181
G30,474949.058567,20246969.72402765,8468999.63212924,14607128.498151803,1040.808409757577,1629.2459727656158,-2327.547956215803
G31,474949.058567,23215631.494267344,-8152687.707244225,10477829.032293117,1297.6475567151708,109.0787267056121,-2824.0399455367624
G05,474949.158541,-3341370.8449816024,18705667.07935651,18498683.816371515,-1444.2048134683766,-1871.1773445498823,1641.681514072844
G06,474949.158541,14405759.150483098,-21205778.14063843,6562221.752421802,4.5993933052182,899.9724897167937,2984.8572737465306
G13,474949.158541,-10101165.73037798,-11032216.555067692,21804285.30684119,1485.1484115477078,-2367.335864561447,-514.5506504397026
G16,474949.158541,2476312.028322503,-19245874.90403553,18010390.065707244,1320.2432209608373,1878.6535282781142,1855.9009275612532
G21,474949.158541,25189895.970112395,4893299.811996402,8397540.073882226,-978.503270690734,338.54726499901426,2829.1484770241896
G23,474949.158541,-4391317.06577286,-18883382.836777687,18011765.67360181,1205.0109291990386,-1961.9389256259656,-1800.7572393205267
G25,474949.158541,17778418.572292794,18830945.01030704,5930249.075619776,213.63431319932238,768.6424039060103,-3064.3702437824495
G29,474949.158541,10909235.10580677,11272511.334091142,21502603.44237391,-1347.4667181209697,2356.463107161702,-549.2971595762721
G30,474949.158541,20247073.777332194,8469162.512911852,14606895.802284207,1040.7988975684564,1629.2168821424118,-2327.579728264456
G31,474949.158541,23215761.223562803,-8152676.802521026,10477546.700632172,1297.6131206505174,109.07245839288976,-2824.061779342702
G05,474949.258532,-3341515.2535613608,18705479.97801449,18498847.967771415,-1444.2267374628918,-1871.1863077176135,1641.6419787389275
G06,474949.258532,14405759.609870955,-21205688.149775814,6562520.210579713,4.589191590019709,900.0067597334603,2984.8431558001616
G13,474949.258532,-10101017.229809154,-11032453.267535396,21804233.854057007,1485.1302894506384,-2367.339609347665,-514.5976561073439
G16,474949.258532,2476444.0419321284,-19245687.05499831,18010575.63716282,1320.2666154404737,1878.6653741143004,1855.8622410084797
G21,474949.258532,25189798.12695791,4893333.66402413,8397822.962417364,-978.5359500698975,338.55422760585793,2829.1314679278576
G23,474949.258532,-4391196.576600003,-18883579.01236316,18011585.612147797,1204.98942639219,-1961.9259306303181,-1800.7959798289319
G25,474949.258532,17778439.93294518,18831021.86597348,5929942.665544254,213.61718679210685,768.6092754975582,-3064.38285101515
G29,474949.258532,10909100.372117551,11272746.959284851,21502548.51532934,-1347.4496072231059,2356.464928816902,-549.3426086168695
G30,474949.258532,20247177.847379092,8469325.41848256,14606663.06367083,1040.7893831829365,1629.187786450409,-2327.6115051976785
G31,474949.258532,23215890.971474428,-8152665.896570269,10477264.318778962,1297.5786784300776,109.06618950216352,-2824.0836162761966
G05,474949.368642,-3341674.2786967997,18705273.941146765,18499028.726572998,-1444.2508800298665,-1871.1961772286193,1641.5984420625784
G06,474949.368642,14405760.114568383,-21205589.047953755,6562848.870803685,4.577958056496527,900.0444978357598,2984.8276083913984
G13,474949.368642,-10100853.7032117,-11032713.935526758,21804177.188859288,1485.1103330725468,-2367.343732351226,-514.6494185807894
G16,474949.368642,2476589.4179074857,-19245480.194435835,18010779.983808775,1320.2923773750852,1878.6784179814338,1855.819638960443
G21,474949.368642,25189690.378383126,4893370.942652219,8398134.47705216,-978.5719362677729,338.561895318805,2829.1127368695425
G23,474949.368642,-4391063.896517863,-18883795.039239533,18011387.32415374,1204.965747517296,-1961.9116198086745,-1800.8386404073806
G25,474949.368642,17778463.453295156,18831106.49553256,5929605.245584105,213.5983266112096,768.572794672818,-3064.39673333434
G29,474949.368642,10908952.005478658,11273006.429748598,21502488.02445925,-1347.4307644398398,2356.466934102735,-549.3926569244243
G30,474949.368642,20247292.44812122,8469504.806585774,14606406.768441483,1040.7789052803105,1629.1557461590673,-2327.646497328745
G31,474949.368642,23216033.84577459,-8152653.887672192,10476953.357608072,1297.5407503404251,109.05928676978533,-2824.107662410832
G05,474949.468615,-3341818.665885831,18705086.87160345,18499192.84011832,-1444.2727998666628,-1871.2051374730845,1641.5589131158831
G06,474949.468615,14405760.571730651,-21205499.066092465,6563147.272268556,4.5677592421161535,900.07876166604,2984.813491644951
G13,474949.468615,-10100705.23318206,-11032950.606168829,21804125.735463735,1485.0922136186546,-2367.347475098408,-514.6964155581668
G16,474949.468615,2476721.412666397,-19245292.37672642,18010965.51373209,1320.3157675607222,1878.6902603104206,1855.7809585536222
G21,474949.468615,25189592.54597761,4893404.790048713,8398417.31108976,-978.6046092097404,338.56885757379587,2829.0957296428546
G23,474949.468615,-4390943.433551934,-18883991.176780343,18011207.28697621,1204.9442485755442,-1961.8986258013422,-1800.8773731522629
G25,474949.468615,17778484.806504764,18831183.33040491,5929298.888019365,213.5812022038283,768.5396724987479,-3064.4093369280345
G29,474949.468615,10908817.299638003,11273242.012908392,21502433.097755704,-1347.4136561177993,2356.46875412399,-549.4380975375801
G30,474949.468615,20247396.497435216,8469667.676718917,14606174.06505011,1040.7693913913567,1629.126655448255,-2327.6782674531205
G31,474949.468615,23216163.56309463,-8152642.985001442,10476671.022001436,1297.506313689656,109.05302003257725,-2824.129494183936
G05,474949.578506,-3341977.3797922255,18704881.24245859,18499373.23028156,-1444.296894184097,-1871.2149859155538,1641.51546222881
G06,474949.578506,14405761.073070563,-21205400.15346766,6563475.2755552605,4.556549220461648,900.1164246913047,2984.7979736849593
G13,474949.578506,-10100542.036007999,-11033210.756576175,21804069.172121488,1485.0722962521127,-2367.351588402151,-514.7480748291451
G16,474949.578506,2476866.504899239,-19245085.924859866,18011169.44502121,1320.341478166069,1878.7032767240762,1855.7384403387618
G21,474949.578506,25189485.004165083,4893441.996139645,8398728.202221384,-978.640523224882,338.57651102666387,2829.0770345293176
G23,474949.578506,-4390811.022321891,-18884206.770997375,18011009.38442154,1204.9206167897792,-1961.8843419585876,-1800.9199480147502
G25,474949.578506,17778508.276122328,18831267.783997722,5928962.136251747,213.562378344355,768.5032645289152,-3064.4231901318753
G29,474949.578506,10908669.232037153,11273500.967726154,21502372.716709264,-1347.3948502572327,2356.4707539866713,-549.4880460328983
G30,474949.578506,20247510.86804969,8469846.701319322,14605918.272238912,1040.7589329923408,1629.0946786007553,-2327.7131887918176
G31,474949.578506,23216306.14528105,-8152631.001434459,10476360.674268741,1297.4684603433348,109.04613215527115,-2824.153491142125
G05,474949.67852,-3342121.830798476,18704694.094314776,18499537.402831655,-1444.3188227994854,-1871.2239485257192,1641.4759163415345
G06,474949.67852,14405761.528278947,-21205310.127509467,6563773.796433599,4.546347287169056,900.1507025562912,2984.783849808334
G13,474949.67852,-10100393.508893847,-11033447.525065139,21804017.68775638,1485.054168748529,-2367.355331320136,-514.7950908521083
G16,474949.67852,2476998.5587018775,-19244898.027637966,18011355.042910535,1320.3648778616393,1878.7151225357784,1855.6997432509324
G21,474949.67852,25189387.1247772,4893475.858879021,8399011.148681149,-978.6732090122763,338.5834770379495,2829.0600191362146
G23,474949.67852,-4390690.514466965,-18884402.986247838,18010829.26527614,1204.8991090253871,-1961.8713412720565,-1800.9586958551752
G25,474949.67852,17778529.63449335,18831344.64342627,5928655.650400178,213.5452458315085,768.4701290417051,-3064.435797525725
G29,474949.67852,10908534.474544555,11273736.647883095,21502317.75793851,-1347.3777344147932,2356.472573449066,-549.5335050359771
G30,474949.67852,20247614.958037682,8470009.632139048,14605685.46674266,1040.7494139861483,1629.0655757032305,-2327.7449708575928
G31,474949.67852,23216435.90856887,-8152620.095608027,10476078.218289267,1297.4340089396392,109.03986387245868,-2824.175330639985
G05,474949.778518,-3342266.260888489,18704506.975214414,18499701.545163497,-1444.3407478062256,-1871.2329090784615,1641.4363764332982
G06,474949.778518,14405761.982394578,-21205220.11252592,6564072.268142812,4.536147492726059,900.1849749293178,2984.769727552486
G13,474949.778518,-10100245.007353317,-11033684.25605059,21803966.206926517,1485.036043850235,-2367.3590729894354,-514.8420992447124
G16,474949.778518,2477130.593718755,-19244710.159291066,18011540.607238904,1320.388273774352,1878.7269657978648,1855.6610519642265
G21,474949.778518,25189289.25777957,4893509.716897986,8399294.048174268,-978.7058893066735,338.590442364042,2829.04300589754
G23,474949.778518,-4390570.02804104,-18884599.168808218,18010649.171071503,1204.8776046990959,-1961.8583420220903,-1800.9974371208098
G25,474949.778518,17778550.98773431,18831421.487245854,5928349.212319102,213.52811554376058,768.4369989844001,-3064.4484022505962
G29,474949.778518,10908399.740321487,11273972.290518401,21502262.803414535,-1347.3606210704256,2356.4743919985176,-549.578956649505
G30,474949.778518,20247719.0304216,8470172.533983676,14605452.695312358,1040.7398959237012,1629.0364773394724,-2327.776747320647
G31,474949.778518,23216565.647652574,-8152609.192153046,10475795.805312911,1297.3995627472646,109.03359708049493,-2824.197166058637
G05,474949.888511,-3342425.1295868643,18704301.152150955,18499882.0892832,-1444.3648641451389,-1871.242764536199,1641.3928840309293
G06,474949.888511,14405762.480722152,-21205121.096406545,6564400.571065274,4.52492879365991,900.2226728850349,2984.7541930112993
G13,474949.888511,-10100081.664880149,-11033944.649203505,21803909.575055756,1485.0161069917438,-2367.3631878955525,-514.8938060944904
G16,474949.888511,2477275.828601582,-19244503.511759434,18011744.714624535,1320.4140081098342,1878.7399920617738,1855.6184929561598
G21,474949.888511,25189181.60500559,4893546.959897978,8399605.222072614,-978.741835756975,338.5981043840925,2829.0242914960845
G23,474949.888511,-4390437.501239405,-18884814.958706528,18010451.071616728,1204.8539509692957,-1961.844042728254,-1801.0400502192172
G25,474949.888511,17778574.473295994,18831506.00793271,5928012.1436832845,213.5092724539195,768.4005576605371,-3064.4622660898976
G29,474949.888511,10908251.541119806,11274231.486316347,21502202.35082677,-1347.3417969357738,2356.4763915974895,-549.6289511074633
G30,474949.888511,20247833.503949214,8470351.714832734,14605196.654242234,1040.7294258431675,1629.0044703950896,-2327.8116993062017
G31,474949.888511,23216708.350438975,-8152597.199599617,10475485.162073016,1297.3616732424598,109.02670447377773,-2824.2211832950543
G05,474949.988752,-3342569.9152668845,18704113.576454945,18500046.622160777,-1444.3868422189428,-1871.2517455501338,1641.3532473070777
G06,474949.988752,14405762.933793135,-21205030.855463658,6564699.765100603,4.514705280534827,900.2570285241809,2984.740035092456
G13,474949.988752,-10099932.806291215,-11034181.9562447,21803857.959223952,1484.9979374283848,-2367.3669372885265,-514.9409284905463
G16,474949.988752,2477408.189397578,-19244315.184389032,18011930.721733842,1320.4374607927552,1878.7518627249815,1855.5797068273112
G21,474949.988752,25189083.49330327,4893580.901660639,8399888.805441698,-978.7745949100415,338.6050875402493,2829.00723571887
G23,474949.988752,-4390316.726555017,-18885011.615261935,18010270.531614717,1204.832394380819,-1961.8310105347468,-1801.0788848361203
G25,474949.988752,17778595.874818143,18831583.031508632,5927704.958288111,213.4920994525753,768.367347367207,-3064.4749000715324
G29,474949.988752,10908116.483090628,11274467.70195752,21502147.2531875,-1347.324641499446,2356.4782132564214,-549.6745129239634
G30,474949.988752,20247937.827229265,8470515.006407807,14604963.310473323,1040.7198834318049,1628.9753010638258,-2327.8435518960287
G31,474949.988752,23216838.397539727,-8152586.270968487,10475202.058220524,1297.3271427120544,109.02042348113378,-2824.243070541983
G05,474950.098501,-3342728.436599032,18703908.2079076,18500226.756657135,-1444.4109048281239,-1871.2615777073242,1641.3098505838223
G06,474950.098501,14405763.428663302,-21204932.051090926,6565027.336484079,4.503512636727919,900.2946428345451,2984.7245335390917
G13,474950.098501,-10099769.830344252,-11034441.77262388,21803801.442140896,1484.978044116758,-2367.37104156786,-514.9925203868194
G16,474950.098501,2477553.1074975515,-19244108.992537722,18012134.36742085,1320.463137950249,1878.7648585830896,1855.537241330652
G21,474950.098501,25188976.071802,4893618.063649992,8400199.285132147,-978.810461010698,338.6127335531751,2828.9885615230787
G23,474950.098501,-4390184.49869961,-18885226.923470505,18010072.86267505,1204.8087931165176,-1961.8167414781383,-1801.1214025378742
G25,474950.098501,17778619.304330885,18831667.357061405,5927368.634473199,213.47329697363443,768.3309871793967,-3064.4887316527584
G29,474950.098501,10907968.616589222,11274726.323194358,21502086.924222033,-1347.3058585691833,2356.4802069857196,-549.7243962079675
G30,474950.098501,20248052.0446224,8470693.78306567,14604707.830057701,1040.7094352420477,1628.943364839786,-2327.878425151647
G31,474950.098501,23216980.77582169,-8152574.306463438,10474892.099052839,1297.2893365663854,109.0135472898744,-2824.2670331506038
G05,474950.198568,-3342872.9755628565,18703720.955926776,18500390.99563041,-1444.432844540802,-1871.27054182206,1641.2702819323451
G06,474950.198568,14405763.878805567,-21204841.959590983,6565326.008206845,4.493307934153108,900.3289388212047,2984.710398854251
G13,474950.198568,-10099621.233953826,-11034678.66852913,21803749.906030737,1484.9599054734545,-2367.3747830875536,-515.0395607584281
G16,474950.198568,2477685.243453607,-19243920.989581782,18012320.043528777,1320.4865498408133,1878.7767072661843,1855.4985217092221
G21,474950.198568,25188878.123539317,4893651.947959159,8400482.372678729,-978.8431627453476,338.6197054893578,2828.97153415929
G23,474950.198568,-4390063.938174915,-18885423.235935394,18009892.62791999,1204.7872739407478,-1961.8037305550974,-1801.1601689552665
G25,474950.198568,17778640.665105533,18831744.239979647,5927061.979648177,213.45615269829068,768.2978348039544,-3064.501342334533
G29,474950.198568,10907833.796590691,11274962.129190223,21502031.912675183,-1347.2887324072897,2356.4820241764546,-549.7698786915123
G30,474950.198568,20248156.184816852,8470856.785084367,14604474.884656401,1040.6999081783247,1628.9142458848016,-2327.9102213626147
G31,474950.198568,23217110.589949016,-8152563.398118546,10474609.482030427,1297.2548653442907,109.00727822500971,-2824.288881175796
G05,474950.298502,-3343017.324609804,18703533.951929152,18500555.012360428,-1444.4547549926497,-1871.279493399343,1641.2307655247914
G06,474950.298502,14405764.327330686,-21204751.98440731,6565624.281550494,4.4831173011646115,900.3631892164276,2984.696282317686
G13,474950.298502,-10099472.836875714,-11034915.249947427,21803698.433719926,1484.9417906439526,-2367.37851898488,-515.0865384994232
G16,474950.298502,2477817.206124882,-19243733.235319097,18012505.46898593,1320.5099305749457,1878.7885395469875,1855.4598531611666
G21,474950.298502,25188780.302194737,4893685.787928906,8400765.082270391,-978.8758207519459,338.6266685879673,2828.954528859489
G23,474950.298502,-4389943.540037216,-18885619.286180135,18009712.628845207,1204.765783363725,-1961.7907362821961,-1801.1988834720717
G25,474950.298502,17778661.995777044,18831821.017401356,5926755.731141704,213.43903069421935,768.2647266205836,-3064.513935603701
G29,474950.298502,10907699.157493103,11275197.621955475,21501976.969702493,-1347.2716287680473,2356.4838383305073,-549.8153006067757
G30,474950.298502,20248260.18564604,8471019.567547575,14604242.245689718,1040.6903931984434,1628.8851655101892,-2327.9419747949764
G31,474950.298502,23217240.228096627,-8152552.504897866,10474327.238455176,1297.2204396383495,109.00101798018295,-2824.3106995775847
G05,474950.408507,-3343176.22318177,18703328.101286516,18500735.553558465,-1444.478873387282,-1871.2893463652852,1641.1872663903664
G06,474950.408507,14405764.819879029,-21204652.937880896,6565952.612210391,4.471900276885663,900.4008912374279,2984.6807424282906
G13,474950.408507,-10099309.486950831,-11035175.67364757,21803641.76878095,1484.9218499248511,-2367.382630622481,-515.1382503676081
G16,474950.408507,2477962.470235331,-19243526.55846943,18012709.576505933,1320.5356674923758,1878.8015634879623,1855.4172872819217
G21,474950.408507,25188672.618982673,4893723.03897721,8401076.28038386,-978.9117696136608,338.63433389896,2828.9358091694353
G23,474950.408507,-4389811.011078412,-18885835.092183318,18009514.48561801,1204.7421270382636,-1961.77643174907,-1801.2414990686723
G25,474950.408507,17778685.474101022,18831905.528358098,5926418.618523615,213.42018259883184,768.2282820589287,-3064.5277972256767
G29,474950.408507,10907550.951913057,11275456.84707002,21501916.48452022,-1347.2528012065125,2356.485834590619,-549.8652998489857
G30,474950.408507,20248374.666216683,8471198.75129947,14603986.158510227,1040.6799186634516,1628.8531543759643,-2327.9769276290267
G31,474950.408507,23217382.926746733,-8152540.514620027,10474016.548835624,1297.1825442833253,108.99412741328456,-2824.334716085886
G05,474950.508528,-3343320.702499941,18703140.932606883,18500899.704772163,-1444.5008027025071,-1871.2983044258776,1641.1477148512759
G06,474950.508528,14405765.266652789,-21204562.877169065,6566251.142256175,4.4617018365340755,900.4351714326594,2984.666612260824
G13,474950.508528,-10099160.964489324,-11035412.461812465,21803590.241786603,1484.9037187062104,-2367.3863684072367,-515.1852687775254
G16,474950.508528,2478094.552703607,-19243338.63826615,18012895.155262835,1320.5590684982692,1878.8134046949258,1855.3785842519844
G21,474950.508528,25188574.70561387,4893756.909870484,8401359.232521156,-978.9444554968971,338.6413039608576,2828.918787873115
G23,474950.508528,-4389690.51264186,-18886031.310373235,18009334.32170432,1204.7206177466232,-1961.7634248127865,-1801.2802464995825
G25,474950.508528,17778706.819744036,18831982.365661953,5926112.100758564,213.40304460573202,768.1951453234196,-3064.540400088721
G29,474950.508528,10907416.199196836,11275692.545230286,21501861.484169513,-1347.2356821731378,2356.4876490179854,-549.910761061331
G30,474950.508528,20248478.755586494,8471361.669365093,14603753.310340704,1040.6703941839414,1628.8240484285282,-2328.0087076165273
G31,474950.508528,23217512.670518737,-8152529.613231815,10473734.05496104,1297.1480879770488,108.98786274352915,-2824.3565522527797
G05,474950.618501,-3343479.5599127496,18702935.13977687,18501080.184318822,-1444.5249138487825,-1871.3081530854522,1641.1042275683296
G06,474950.618501,14405765.75670313,-21204463.851539277,6566579.374143268,4.45048924562343,900.4728624670156,2984.6510754168567
G13,474950.618501,-10098997.666268744,-11035672.810619606,21803533.582474403,1484.883783107373,-2367.3904773477793,-515.2369653514354
G16,474950.618501,2478239.779960992,-19243132.018803716,18013099.194472034,1320.5847978377024,1878.8264233356103,1855.336029855451
G21,474950.618501,25188467.046178978,4893794.151692346,8401670.336178044,-978.9803932913762,338.648968033222,2828.9000723176205
G23,474950.618501,-4389558.027201699,-18886247.050595976,18009136.227169175,1204.696968296721,-1961.7491229552706,-1801.3228488310128
G25,474950.618501,17778730.28728079,18832066.844383527,5925775.083295096,213.38420080220476,768.1587116613707,-3064.5542561724424
G29,474950.618501,10907268.040681979,11275951.69535634,21501801.006084878,-1347.216859534146,2356.489643261182,-549.9607454883527
G30,474950.618501,20248593.200655807,8471540.794272749,14603497.29031775,1040.659921358602,1628.7920463245412,-2328.0436490858765
G31,474950.618501,23217655.31970233,-8152517.6278881105,10473423.450677764,1297.11020295266,108.98097530833752,-2824.3805604228232
G05,474950.718495,-3343624.00483323,18702748.019741744,18501244.282918155,-1444.5468370330307,-1871.3171074185536,1641.0646859765734
G06,474950.718495,14405766.201215543,-21204373.807942457,6566877.820636548,4.440294622307874,900.5071333909943,2984.6369477227126
G13,474950.718495,-10098849.187706018,-11035909.535649752,21803482.059519146,1484.8656561645578,-2367.394212758938,-515.2839708403918
G16,474950.718495,2478371.8316868544,-19242944.146842584,18013284.715008456,1320.6081924437167,1878.8382599717838,1855.2973364553527
G21,474950.718495,25188369.152379755,4893828.0149056,8401953.208361052,-979.0130697968118,338.65593711471456,2828.8830544242874
G23,474950.718495,-4389437.5658081975,-18886443.21308754,18008956.103755552,1204.6754648059514,-1961.7361181795975,-1801.3615850127521
G25,474950.718495,17778751.623563886,18832143.653989565,5925468.645626879,213.36706635265227,768.125584141867,-3064.5668542643048
G29,474950.718495,10907133.327935059,11276187.3302723,21501746.01103777,-1347.1997446179953,2356.4914558930523,-550.00619418272
G30,474950.718495,20248697.25992787,8471703.662249751,14603264.498332702,1040.6503982343577,1628.7629479779907,-2328.0754194062893
G31,474950.718495,23217785.021217678,-8152506.730757536,10473141.028476633,1297.0757553176486,108.97471335452269,-2824.402389466085
G05,474950.82849,-3343782.8990890393,18702542.183674827,18501424.789436284,-1444.5709527702563,-1871.3269566080753,1641.0211891917963
G06,474950.82849,14405766.689009037,-21204274.75458691,6567206.114922906,4.429080958786017,900.5448319460643,2984.6214062954978
G13,474950.82849,-10098685.861004813,-11036169.93740214,21803425.37801501,1484.8457158971883,-2367.3983210204046,-515.3356775045892
G16,474950.82849,2478517.093400416,-19242737.483312123,18013488.786098137,1320.6339268390113,1878.8512797050587,1855.2547726463213
G21,474950.82849,25188261.463860147,4893865.265787187,8402264.370323148,-979.0490141706655,338.66360371149176,2828.8643338137954
G23,474950.82849,-4389305.058831359,-18886658.993465066,18008757.96064454,1204.6518106190733,-1961.7218119754375,-1801.404194998187
G25,474950.82849,17778775.09183777,18832228.141959097,5925131.557833503,213.34821758844805,768.0891434894024,-3064.580711613872
G29,474950.82849,10906985.143734545,11276446.532659642,21501685.510356847,-1347.1809176592214,2356.493449098927,-550.0561883384089
G30,474950.82849,20248811.725692313,8471882.81626971,14603008.419754917,1040.6399219765856,1628.7309391903589,-2328.1103666684908
G31,474950.82849,23217927.690981332,-8152494.744462831,10472830.35701521,1297.0378620214542,108.9678256688212,-2824.4264010869047
G05,474950.92847,-3343927.3283887934,18702355.087958224,18501588.856758516,-1444.5928726737484,-1871.3359083783398,1640.9816524069984
G06,474950.92847,14405767.13131903,-21204184.716401603,6567504.516664912,4.418888826704006,900.5790980542195,2984.607279238522
G13,474950.92847,-10098537.407036241,-11036406.630072877,21803373.852404505,1484.8275908738374,-2367.402054544141,-515.3826761837
G16,474950.92847,2478649.131549745,-19242549.635169625,18013674.27253629,1320.6573180865876,1878.8631133098534,1855.216083845991
G21,474950.92847,25188163.576906376,4893899.125722661,8402547.199328655,-979.0816855466818,338.6705727182234,2828.8473171114865
G23,474950.92847,-4389184.618818164,-18886855.12576174,18008577.854317006,1204.630310133615,-1961.708807670204,-1801.4429249670372
G25,474950.92847,17778796.42153605,18832304.93385598,5924825.160424246,213.33108445528933,768.0560208790232,-3064.593306572942
G29,474950.92847,10906850.453441836,11276682.134965247,21501630.513467453,-1347.1638046354883,2356.495260171464,-550.1016304235347
G30,474950.92847,20248915.768395644,8472045.655334603,14602775.65369254,1040.6303989700143,1628.7018446618542,-2328.142131452604
G31,474950.92847,23218057.367104977,-8152483.850172485,10472547.969772592,1297.0034185795594,108.96156561645353,-2824.4482258449507
G05,474951.028643,-3344072.0386907402,18702167.63017706,18501753.236829687,-1444.6148347901883,-1871.3448768038347,1640.9420389527472
G06,474951.028643,14405767.573460793,-21204094.500972062,6567803.493020974,4.408677527908594,900.6134303007677,2984.5931242706088
G13,474951.028643,-10098388.668311534,-11036643.780026253,21803322.22261712,1484.8094305668983,-2367.405794623466,-515.4297654791995
G16,474951.028643,2478781.426929039,-19242361.42322116,18013860.11315557,1320.6807544486626,1878.8749691018866,1855.1773199709185
G21,474951.028643,25188065.497717034,4893933.051719724,8402830.572597077,-979.1144197262998,338.67755560804994,2828.830266991359
G23,474951.028643,-4389063.948465107,-18887051.635365516,18008397.39643126,1204.6087681413735,-1961.6957776168379,-1801.4817293226724
G25,474951.028643,17778817.79069105,18832381.870669577,5924518.17028679,213.31391773163364,768.022834458636,-3064.605925191445
G29,474951.028643,10906715.504860815,11276918.19225582,21501575.40585637,-1347.1466583364381,2356.4970741166503,-550.1471601119275
G30,474951.028643,20249020.010986693,8472208.80582446,14602542.435116727,1040.6208569998785,1628.6726938474617,-2328.1739570353852
G31,474951.028643,23218187.2900999,-8152472.93547984,10472265.03522521,1296.9689083477829,108.9552939690825,-2824.470092146348
G05,474951.138467,-3344230.6933927583,18701962.111057445,18501933.4492635,-1444.638912693835,-1871.3547085582056,1640.898608606072
G06,474951.138467,14405768.057024835,-21203995.58993565,6568131.272124025,4.397483022990855,900.6510702204198,2984.577604829547
G13,474951.138467,-10098225.601693923,-11036903.778225359,21803265.613223672,1484.7895202959432,-2367.4098942850064,-515.4813913883919
G16,474951.138467,2478926.470783229,-19242155.076942883,18014063.85381587,1320.7064487021557,1878.8879663655837,1855.134821006131
G21,474951.138467,25187957.96548424,4893970.247064085,8403141.245025862,-979.1503073210808,338.68521174756347,2828.8115735514457
G23,474951.138467,-4388931.6548085315,-18887267.07585811,18008199.54816575,1204.5851507190766,-1961.6814914630925,-1801.5242717853052
G25,474951.138467,17778841.21664521,18832466.21601157,5924181.602245981,213.29509651411604,767.9864508970288,-3064.619758777687
G29,474951.138467,10906567.556858387,11277176.992299698,21501514.983753644,-1347.1278598292383,2356.499062106228,-550.1970761467419
G30,474951.138467,20249134.295557186,8472387.671419438,14602286.743824154,1040.610395056893,1628.6407344061079,-2328.208848202923
G31,474951.138467,23218329.726335656,-8152460.969951158,10471954.839305498,1296.9310729395927,108.94841865321769,-2824.4940644448966
G05,474951.238489,-3344375.190162873,18701774.93396897,18502097.573246192,-1444.6608414933141,-1871.3636621554422,1640.8590541355945
G06,474951.238489,14405768.496359978,-21203905.50329986,6568429.794838415,4.387288180679207,900.6853506971177,2984.56346985774
G13,474951.238489,-10098077.090983346,-11037140.57148457,21803214.05139249,1484.7713867452578,-2367.4136273619133,-515.5284094730787
G16,474951.238489,2479058.5716539472,-19241967.146218717,18014249.40617528,1320.7298496533463,1878.8998029119489,1855.0961147457363
G21,474951.238489,25187860.027277485,4894004.123385181,8403424.187565751,-979.1829916028742,338.6921850124909,2828.7945479407804
G23,474951.238489,-4388811.1708683055,-18887463.286513567,18008019.35416729,1204.563641193794,-1961.6684797006233,-1801.5630168578987
G25,474951.238489,17778862.549990013,18832543.029895358,5923875.072218231,213.2779545847534,767.9533147727043,-3064.6323570058316
G29,474951.238489,10906432.815291759,11277412.694139488,21501459.949668102,-1347.110738872575,2356.5008720113437,-550.2425369579014
G30,474951.238489,20249238.379013605,8472550.569867354,14602053.870129501,1040.6008662544514,1628.6116272775103,-2328.2406247236945
G31,474951.238489,23218459.446252145,-8152450.0730255665,10471672.326668242,1296.896614098424,108.9421574845735,-2824.5158965560463
G05,474951.348638,-3344534.319440075,18701568.804589916,18502278.309831347,-1444.6849904172657,-1871.3735215622364,1640.8154944629575
G06,474951.348638,14405768.978997042,-21203806.291629985,6568758.540662782,4.376061720367716,900.7231019843261,2984.5479030129436
G13,474951.348638,-10097913.545999672,-11037401.339954618,21803157.263602022,1484.7514168728976,-2367.417737652053,-515.5801879057477
G16,474951.348638,2479204.0501454566,-19241760.186566457,18014453.740809705,1320.7556198517814,1878.912837124064,1855.053489113767
G21,474951.348638,25187752.169267703,4894041.430413696,8403735.775423894,-979.2189847881057,338.6998648013589,2828.7757978687823
G23,474951.348638,-4388678.490692359,-18887679.36154574,18007820.911452617,1204.5399538751242,-1961.6541497823014,-1801.605684345617
G25,474951.348638,17778886.0413037,18832627.617175445,5923537.505264546,213.25907647718782,767.9168238406487,-3064.646230021127
G29,474951.348638,10906284.433429372,11277672.260463802,21501399.338245638,-1347.0918841802722,2356.502864445404,-550.2926004370694
G30,474951.348638,20249352.999580473,8472729.958044145,14601797.414825654,1040.590372012195,1628.5795729772938,-2328.2756179449043
G31,474951.348638,23218602.296027366,-8152438.073535486,10471361.207742611,1296.8586660307747,108.93526295186098,-2824.53993844117
G05,474951.448723,-3344678.911835514,18701381.507722773,18502442.528869577,-1444.7069328169162,-1871.3824794870968,1640.7759143480293
G06,474951.448723,14405769.416464727,-21203716.141041726,6569057.248431756,4.365861522879413,900.7574040351699,2984.533757794463
G13,474951.448723,-10097764.9455622,-11037638.283145692,21803105.65940453,1484.7332712809782,-2367.421471712919,-515.6272353760129
G16,474951.448723,2479336.2391435076,-19241572.134982552,18014639.40189996,1320.7790354589936,1878.9246797487608,1855.014757654557
